rating,ulasan,tanggal,nama_pengguna
negatif,Tolong pihak IT kerja yang bener.. Aplikasi lelet butuh banyak perbaikan.. Bukannya mempermudah malah mempersulit..,12 Februari 2025,Shonif 32
positif,"Selama ini menggunakan aplikasi ini baik mudah digunakan, cuman cara untuk mengecek bayar bulanannya dibagian mana? Supaya bisa saya lihat perinciannya. Mohon tanggapannya, sekian dan terimakasih.",6 Februari 2025,bobby supriyanto
negatif,"Buat ap ada aplikasi ini,saya udah daftar trus msuk feripikasi kode lewat kode tapi kode nya ga muncul muncul...aplikasi bukannya mempermudah malah mempersulit",3 Februari 2025,Uton Persib
negatif,kenapa tidak bisa ambil nomor antrean faskes rujukan tingkat lanjut keterangan username atau password tidak sesuai...bulan kemarin masih bisa..,2 Februari 2025,Devita Rizkia
negatif,Mau liat riwayat pelayanan rumah sakit untuk liat diagnosa malah ga keluar2 padahal udah sering berobat.... Diaplikasi sudah terdaftar 3 peserta saya ibu dan bapa tpi saya abis berobat mau liat riwayat pelayanan diagnosa malah punya bapak saya yg tahun kmaren adanya... Yg punya saya tidak terlihat sama sekali jdi kita ga tau kita sakit apa diagnosanya apa....,8 Februari 2025,Nisa Siti
negatif,"sudah 2x kejadian, sudah klik daftar pelayanan rujukan, tp no antrian tidak muncul",13 April 2025,Arifin Cah Linggamas
negatif,"simple aja ini apk sampah bet anjir mempersulit masyarakat aja kalo gini mah mau verifikasi email ataupun no telpon tiba² lag lah ,emailnya g masuk lah duh perbaikin lagi ya kalo perlu delete aja apknya",23 April 2025,zee
negatif,Ini aplikasi tidak membatu sekali. Mau verifikasi wajah aja sulit. Kalau ingin mempermudah warga tolong di benahi. Kalau aplikasi nya begini trus mending di hapus aja lah. Bikin orang pusing saja,10 Maret 2025,HAYRA OFFICIAL
negatif,Aduh tolong dong apk jgn apa' keluar sendiri ke logout sendiri. bukannya membantu malah jd mempersulit.,7 April 2025,Nur Hayati aja
negatif,"aplikasi bobrokk mau daftar Ajja susah nomor sudah di gunakan,terus,, udah 3kali beli kartu baru masih aja belom bisa",6 April 2025,Mur Yati12
positif,"Kenapa ya kalau mau daftar Antrian, ada pertanyaan sebagai pasien baru tetapi saat diklik YA malah balik terus ke pertanyaan.. apakah jika pasien baru pertama x di Faskes teraebut harus daftar offline dulu?",7 April 2025,Syah Muhamad Rizky
negatif,Pak bu... Tolong saya lagi sakitt tapi di persulit gini Verifikasi nomor hp aja sulit Selalu Muncul beberapa saat lagi Buat apa saya bayar berbulan akhirnya begini,10 Maret 2025,Fitra Fauzani
negatif,"aplikasi jelek, daftar susah, kode verif gak muncul muncul, verif muka susah padahal cahaya cerah jaringan bagus, sampah",2 Februari 2025,nasih 7fc
negatif,Untuk menu rujukan tolong banyak opsi dalam melakukan cek in setidaknya jangkauan bisa di perluas ortu yang gaptek aplikasi jkn kesulitan ketika melakukan berobat,3 Februari 2025,Wildan Zaki
negatif,Suruh verifikasi tapi untuk kirim OTP nomernya tidak sesuai dengan yang didaftarkan lewat email juga gk bisa verifikasi wajah juga gagal terus aplikasi yang harusnya membantu banyak masyarakat ini malah bikin pusing ini baru verifikasi belum yang lain tolong lah dibenahi dulu aplikasinya,8 Januari 2025,Okky Fairawati
negatif,"Verifikasi nomol telepon selalu gagal kode OTP tidak pernah masuk di 3 nomor handphone, tipikal aplikasi pemerintahan tolong diperbaiki.",30 April 2025,Ryan Ilmi
negatif,"hallo JKN, ini gmana yaa mau daftarin anak saya tp kendalanya anak saya autis dan gak bs verifikasi wajah. klo bgini gmana nanti mau berobat 🤦‍♀️ perasaan dulu gk seribet ini dech. kebijaksanaannya donk",25 April 2025,Darma Santy
negatif,kenapa aplkasi jkn saya kalau mau masuk selalu tidak bisa kode captcha muter-muter terus jadi mempersulit saat mau berobat tolong di perbaiki,22 April 2025,Mega Anwar
positif,"harap tolong saya! Aplikasi saya tidak bisa memunculkan data keluarga saya, Padahal saya sudah menikah. Siapapun yang membaca penilaian ini saya minta tolong dengan sangat🙏🙏 Terimakasih!",28 April 2025,Hari Last
positif,"sudah coba beberapa kl gagal sampai berhasil,ternyata masalahya no hp y ga ada pulsa, Alhamdulillah sudah bisa bikin bpjs",25 April 2025,Sugi arti
positif,"jangan lambat², update segera kalo sdh di perbaharui data, gk perly 1x24 jam, kelamaaan.",8 April 2025,bentar febrian
negatif,"katanya cara mudah akses, gini mudah ya? verif wajah udah bener smpe firaun hidup lagi jg gbsa, mau verif nomor telepon? Gilaaa keren nih app, ga ada kode nya samsek nyoba 3 nomor gaada kode nya smwua🫢😂",12 April 2025,Ardhien Tahrie
negatif,"gimana sih app ini??? tiba2 faskes gigi ganti dokter sendiri, pdhal ngg pernah di pakai, mau ganti faskes gigi harus nunggu 3 bulan lagi, mana mau login susah bener, SAMPAH",15 April 2025,siti fatimah
positif,"Sejauh ini masih heran, dengan email saya terpakai oleh orang lain untuk akun JKN ini. Sy yg berdomisli di Semarang, email saya terpakai orang Sidoarjo. Memang ketika menginput data sendiri, ada verifikasi ke email. Sepertinya celah jni pada saat input data oleh CS di kantor BPJS, yang tanpa verifikasi dari pemilik email. fitur lain-lain okelah, tambah bagus dan semakin lengkap.",10 April 2025,Wawan Suhermawan
negatif,"aplkasi nya aneh ,,nmr sya blm prnh kdftr bpjs tba""pas mau daftr ktnya nmr nya udah kdftr ,,glran udah bisa malh kbnyakan yng muncul di apk jkn ku orang"" yang bda kk"" glran mau nambh psrta yang satu kk mlah ga bisa ,,tolong donk data nya di perbaiki jangn data jaman aku baru lahir",28 April 2025,Septi Setiowati Wiratnoe
positif,"mau daftar antrian faskes lanjutan eror terus, apalah biasa gak pernah, jadi antri manual yg super duper lama",10 April 2025,mega mettasari
negatif,mohon buat pengguna baru yang mau login itu jangan dipersulit code verifikasi nomornya jangan dikasihkan tarif karna tidak semua orang nomor teleponnya ada saldo pulsanya,13 April 2025,Kamu Noob
positif,"Tolong untuk pengiriman kode otp segera diperbaiki, dikarenakan kode otp tidak masuk tolong ditindaklanjuti diperbaiki secepat mungkin.",10 April 2025,Dominick Hunter
positif,tingkatkan terus dan jangan lelah untuk meningkatkan perbaikan untuk melayani masarakat..,6 April 2025,Hendra Dea
negatif,"kenapa saya tidak bisa daftar, kode otp tidak dikirimkan jadi tidak bisa melanjutkan proses pendaftaran kenapa bisa kayak gitu",8 April 2025,Marisa Tri Supiani
negatif,apk nya sering eror ketika login. harus di perbaiki ni biar mudah akses ke menu. mohon DEVELOVER,21 April 2025,Muhammad Hamdan
negatif,"kode otp ga dikirim2, sampe ganti2 nomerpun masih ga bisa. jadi gabisa loginn!!!",24 April 2025,Marcelia Nikita
positif,"masa otp via SMS lama bgt , gmn sih tim IT nya harus di periksa ini , mau daftar aja di persulit kode otp",10 April 2025,Risman Kaman
negatif,"masuk akal untuk perubahan faskes 1 peserta 3 bulan sekali, tapi kenapa sewaktu di klik perubahan faskes 1 harus menunggu update dibulan berjalan selanjutnya?",17 April 2025,nur amaliah
positif,Aplikasi yang sangat membantu dan mempermudah dalam pendaftaran antrian di faskes tingkat pertama dan faskes tingkat lanjut,24 April 2025,Ikediah Setiorini
positif,"sangat membantu, dengan cuma pake ponsel pelayanan kesehatan akan lebih cepat tampa harus mengantri di klinik",30 April 2025,Moel
negatif,"kenapa aplikasi buatan pemerintah selalu buruk,malah bikin sakit jiwa karena aplikasi muter² ..verifikasi wajah gak bisa,,,belajar lagi gih sama yg buat aplikasi swasta biar memudahkan masyarakat,",30 April 2025,Rina Purwa
negatif,gila mau berobat susah banget ni aplikasi keluar sendiri giliran di login offline terus padahal jaringan bagus,14 April 2025,butrakte boomepers
negatif,"kode verifikasi no handphone susah bner, sudah berkali kali di coba nga ada notifikasi SMS gimana ini",8 April 2025,Rifki Irawan
negatif,"buat habis kesabaran nunggu kode OTP, sistemnya lambat tolong diperhatikan agar lebih cepat.",14 April 2025,Dionisius Agung Alfons Moa
negatif,pendaftaranya mentok di verifikasi no telpon.. di suruh nungguin kode otp yg tak kunjung masuk di pesan.. mana lama lagi.,8 April 2025,ronnie nyamaeng
negatif,diwajibkan menggunakan jkn tpi g bsa diinstal dihp jadul samsung j2 prim mempermudah rakyat gimn cerita kalo kaya gini g semua rakyat punya woi... supaya rkyat sejahtera malah sistem nya kaya gini... saya mnta solusi klo harus ganti hp beliin hp nya,26 April 2025,Azka Bayu Tanaya
negatif,"aplikasi error mau daftar ngak bisa karena akun sudah terdaftar, mau masuk ngak bisa akun belum terdaftar",9 April 2025,Clover CR
negatif,"aplikasi ngabisin kuota sama duit doang, tiap mau pake harus upgrade lagi terus aja kaya gitu.",25 April 2025,Pakluh Slamet
negatif,"Sudah daftar berkali-kali ga bisa masuk terus , perbaikin lagi dong jangan membuat birokrasi makin sulit dengan hal yang ga perlu",29 April 2025,Yudha Surya
negatif,"fungsinya apa coba,mau ambil no pendaftaran poli ga bisa selalu sistem tdk tersedia",6 April 2025,Arian Nesa
negatif,"sudah daftar tapi peserta tidak aktif, mau dibayar tagihan sudah lunas, ketika mau dipake untuk berobat tidak bisa haduh apa apa dipersulit",3 April 2025,Han Bea
positif,"tapi ttp harus di tingkatkan, karena susah utk mengubah data bayi dari bayi nyonya berubah ke nama asli padahal tiap bulan bayar iuran si bayi",16 April 2025,Connienx Blue
negatif,"oy kode otp yg di kirim ke SMS ganti saja ke WA susah ini dapet kodenya atau GK salah satu saja Antara email sama no hp, sudah seharian susah sekali dapet kode otp yg SMS.",9 April 2025,Riki Anjas R
negatif,aplikasi sampah... sudah pakai wifi tetep muter ga muncul kode captcha.. dana aplikasi di korupsi,26 April 2025,Judenz Mochamad
negatif,"Sangat disayangkan pdhl persyaratan pendaftaran sudah slesai semua, tapi kode OTP tidak dikirim2 oleh pihak pertama. pdhl sangat dibutuhkan apk ini untuk persyaratan ke rumah sakit.",4 April 2025,Tomi Apri
positif,"saya mungkin belum pernah menggunakan fasilitas ini sebagai pembayaran layanan kesehatan saya pribadi, tapi keluarga saya banyak terbantu dengan asuransi ini, terima kasih.",25 April 2025,Bertus Silaen
negatif,"tidak bisa diakses sama sekali, padahal sedang butuh banget, bayar iuran gak pernah telat tapi pelayanan mengecewakan",26 April 2025,WI D I Y A S
negatif,aplikasi tak bermutu mau daftar aja susah... rekam wajah gak bisa' aplikasi murahan,8 April 2025,Indha Dha
negatif,"Luar biasa smart dan genius bagi pengembang aplikasi ini, setiap kali log in harus isi NIK... seharusnya di kasih bintang 7 karena sudah melampaui standard internasional !!!",15 April 2025,transcends
negatif,3 kali nunggu kode otp gak masuk2 asli apk sampah bukan nya mempermudah malah mempersulit !!!!!,18 April 2025,Said Azora
negatif,loding aja terus dari seminggu mau periksa ga bisa gara gara aplikasi ga bisa di buka.,26 April 2025,Ahmad 87
negatif,aplikasi jelek sekali mau daptar aja susah mau verifikasi wajah brp ratus kali juga gagal terus boro boro mempermudah yang ada mempersulit ribet 😇😇,20 April 2025,dina nyanyi
positif,lebih efisien dan praktis semoga kedepannya bisa lebih baik lagi dalam memfasilitasi peserta untuk kemudahan dalam segala hal,14 April 2025,Siti Kulsum
positif,"sangat membantu peserta yg akan berobat,..menu .aplikasi sangat lkp dan mudah di pahami",20 April 2025,Arif eka Sancaka
negatif,"tiap minggu harus update,udah gtu pakai verifikasi wajah yang menurut saya susah gk bisa2, tambah tolol aja ini aplikasi, gk update butuh di update bijin emosi",7 April 2025,Muslikhah Wiji
positif,untuk pembayaran otomatis lewat BJB kadang tidak berfungsi jadi tetap harus bayar manual,16 April 2025,Karina Sartika
positif,"awalnya sudah daftar masuk sudah bisa,tiba2 keluar lagi dan mau masuk gak bisa,mohon bantuanya",29 April 2025,Imam Muslim
negatif,aplikasi ribet sekali sring sekali logout sendiri mau dftr pun d persulit sangat tidak membantu apalagi untuk pasien2 yg tua kasian dikit2 minta pembaruan & logout,17 April 2025,Tri Yuni Darmawanti
negatif,"aplikasinya sangat buruk, bahkan untuk verifikasi no hp ga masuk masuk, tolong denger masukan pelanggan, ini aplikasi pemerintah yang digunain masal malah begini, kecewa",10 April 2025,BURHAN NAJIB AL RASYID 09
negatif,"parahh login gak bisa mau gimana cek kesehatan yang harus pake ini, harusnya mempermudah malah mempersulit heran.",16 April 2025,Rival Eka Putra
negatif,tidak bisa di pakai keterangan layanan gangguan atau sedang offline teruss sampai berbulan bulan,13 April 2025,Eko Dadang
negatif,"dapat nomer antrian nomer 1, daftar 1 bulan sebelumnya. rela gx tidur sampai jam 00.02 pagi buat daftar tapi 1 bulan kemudian datang mau daftar ulang dirumah sakit katanya belum terdaftar dan atas nama orang lain. penjelasannya gimana? sudah libur panjang lebaran obat sudah habis, kok malah susah buat berobat",7 April 2025,Felix Axel
negatif,kok saya gk bisa daftar ya? trus katanya data saya udh pernh dibuat daftar pdhl saya belum pernh daftar aplikasi ini gmna sulosinya min?,21 April 2025,Adinda Silviana
negatif,"mau login ga bisa di bilang password ny salah mau bikin password baru kode verifikasi ga ke kirim"" udah berhari"" gitu"" mulu",30 April 2025,Ajeng
positif,Menu Perubahan Fasilitas Kesehatan tidak bisa digunakan. Untuk memilih provinsi dan kota tidak bisa.,10 April 2025,Yuan Fajar Prasiswayani
negatif,sangat lambat untuk merespon tidak nyaman sekali untuk verifikasi nomor telepon dan prosesnya lama,4 April 2025,Yuda Aditya
negatif,aplikasi susah dapet kode otp udah nungguin lama ga muncul muncul udah ganti nomer tetap ga dapet otp aplikasi ribet sekali mohon di permudah,6 April 2025,Cecep Visgar
negatif,aplikasi sampah..sy udah login kemarin udah masuk..eh tadi mau masuk apk ny suruh login lagi.,1 Mei 2025,De Rafa chanel
negatif,aplikasi rusak!!! lemott nggaa ada perkembangan sama sekali,15 April 2025,Akmal Fauzi
negatif,mohon di chek aplikasi saya gak bisa memilih fasilitas kesehatan tingkat pertama. di situ tertulis informasi tidak di temukan. mohon solusinya,28 April 2025,Revin Cool
negatif,aplikasi jelek daftar online tdk bisa dibuka pakai wifi selalu blank hrs pakai mobile data.pendaftaran juga gk bisa ganti dokter,27 April 2025,Erlina Yahya
negatif,"apakah bpjs kesehatan membayar rumah sakit dengan minimalis, sehingga pelayanan dan obat maupun tindakan penanganan seperti sangar minimalis. alangkah baiknya bila ada kekurangan antara pembayaran BPJS dengan rumah sakit bisa ditanggung pasien,supaya tindakan medis menggunakan yg standar bagus,,ibarat rumah atap standar menggunakan genting,tidak perlu pakai keramik yg mahal atau pakai seng yang murah dan panasestasi kesehatan dan pakai umum dan swasta bila masih mampu, atau pakai jamu alternatif",3 April 2025,Belajar Hidup
negatif,Kirim OTP gagal terus. Udah nunggu 300 detik selama 4 kali tetep gagal. Tolong diperbaiki.,24 April 2025,Irvan Syachranie
negatif,"udah coba berkali-kali kode OTP buat verifikasi via SMS ga ads terus, aneh",24 April 2025,Fajar Abdurrohman Sanusi
negatif,"aplikasi ini kenapa ini, sering keluar sendiri,, terpaksa harus loging lagi, capek dong kalau gitu trus",4 April 2025,Bayu Gntng
negatif,"aplikasi ngga guna, sering keluar sendiri, mau penambahan peserta faskes nya ngga bisa di klik",7 April 2025,Nina Aikon
negatif,aplikasinya semakin buruk sdah daftar tapi pasau minta kode peripikasi selalu tdak dikirim padahal sudah pakai beberapa nomor,23 April 2025,Sodikin
negatif,"mau login aja harus daftar auto debit, pelayanan dipersulit tapi pembayaran minta diutamain",10 April 2025,adam rifaldi
negatif,"aplikasi ampas. bukannya membawa malah bikin repot, buat daftar aja susah harus ngulang 7x ..",17 April 2025,Amir Syah
positif,"pelayanan yang sangat ramah, cepat, sigap, dan tidak bertele-tele saat ditanya",28 April 2025,Evi Indriyani2105
negatif,tolong ini kode otp verifikasi nggak mau muncul baik di email maupun sms tolong segera diperbaiki,25 April 2025,Rendy Eka
positif,mau ubah faskes kok ga bisa padahal udh di tanggal nya ..tinggal ganti tapi di klik ga bisa2 tolong bantuannya,13 April 2025,Rifa Umami
positif,tolong verifikasi nya jangan lewat SMS ya. kalo bisa di tambahin lewat whatsapp,23 April 2025,Putra agung Wahyu
positif,Kenapa ya kok kartu Bpjs saya aktif setelah itu non aktif lagi setelah itu aktif lagi berulang ulang,1 Mei 2025,Sarmita Ongso
negatif,"warga dki lagi di suruh belajar gila,di suruh senyum2 di suruh geleng2 oleh verifikasi wajah yg tidak kunjung selesai,mungkin kalo daftarnya di luar ruangan atau tempat umum mungkin sudah di kira orang gila juga orang yg mau daftar pinjol,.",9 April 2025,Ahmad Syarif
negatif,"saya sdh daftar booking rujukan ke paskes yg di tunjuk pas saya dateng ke paskes rujukan sesuai tgl booking di apk ini tapi paskes rujukam tutup dan dr booking di apk tdk praktek, paskes rujukan RS tsb bilang bahwa aplikasi jkn tdk update jadwal RS rujukan dan dokternya, trs terang ini bikin pasien susah...",4 April 2025,Aziz Abdul
negatif,apk apaan sih gak niat banget masa kode otp aja nggak mau masuk-masuk sudah dicoba berulang kali,20 April 2025,Aje Ai Asih
negatif,ini mau login berapa kali pun tetap *anda blum verivikasi otp* aplikasi sampah sampai anak orang keburu mati baru bisa masuk,1 Mei 2025,Foxxx NML
